0.0359789,0.44233337
0.19294669,0.14128984
0.17896478,0.4077566
0.39697187,-0.41777655
-0.00291238,0.053764335
0.16426232,0.15014113
-0.54900313,0.30777648
-0.74567464,0.10146798
-0.54222957,0.11895866
-0.63167442,0.022338877
-0.58611434,-0.093573829
0.42571791,-0.49343026
0.18050278,0.16761936
0.17400281,0.24933234
0.47660777,0.11877613
0.4851264,-0.35769453
0.090555983,0.32338229
0.45576258,-0.25533208
0.40629989,-0.22332187
-0.48376027,-0.30370962
-0.55697793,-0.026051287
0.37185123,-0.41188774
0.19807334,0.31922716
0.16747654,0.49778719
0.12218657,0.1687685
-0.073575879,0.080497261
0.23275584,0.34818234
0.49346518,-0.44170169
-0.05301262,0.26993486
-0.57431102,-0.075693018
-0.60497385,0.38575314
0.11927273,0.084555283
0.19819519,0.56227701
0.039949676,0.32083618
0.33352479,-0.28140767
0.32457679,-0.37888357
0.40125309,-0.18402305
-0.68786134,0.11190812
0.090246008,0.039613798
0.16821449,0.42715683
0.44742796,-0.31090094
0.035934132,0.16346095
-0.62521747,-0.042597569
0.62715575,-0.1757659
0.43575286,-0.32338407
0.2904975,0.40564492
0.1400715,0.37288099
-0.70171654,0.090619091
0.44793572,-0.27613047
0.37013306,-0.16624317
0.44022065,-0.15022936
-0.68464121,0.053815235
-0.066634782,0.32843322
0.49338072,-0.31689116
0.23567081,0.1618609
0.4507051,-0.3290065
0.093311909,0.19449776
0.12802359,0.26916529
-0.61965664,0.12355314
-0.76248003,0.13776607
0.37687579,-0.16953088
-0.47279201,0.10918332
0.093171684,0.17770066
0.52301663,-0.35185225
0.59190736,-0.12738915
0.39522905,-0.1234486
0.43029816,-0.27695384
0.5143865,-0.28137385
-0.55233942,0.079200748
-0.68933365,0.16327546
0.32290856,-0.26573189
-0.62457593,-0.2409472
0.1248171,0.39509153
0.33093606,-0.45753141
0.43260711,-0.39269494
0.43156823,-0.27524142
0.36471924,-0.27524376
0.49181817,-0.45047789
-0.52068992,0.01959985
-0.42070287,-0.33754075
-0.013695999,0.32164635
0.04863341,-0.035307217
-0.48111297,0.21673783
0.43162021,-0.45630292
0.4326326,-0.25030963
0.314539,-0.12529402
-0.0057355054,0.1781414
0.10015061,0.4623652
0.52271853,-0.23100736
-0.78665907,-0.049046746
-0.71244748,-0.083059463
0.50323782,-0.070924497
0.080502485,0.27091761
0.37097859,-0.44511088
0.18528887,0.037629874
-0.67487261,-0.024770269
-0.53310568,0.018835731
0.13186478,0.27393483
0.40175075,0.55467971
-0.67075006,-0.079819915
